Time2,EP1_I02_AN00037,EP1_I03_AN00037,EP1_I06_AN00037,EP1_I09_AN00037,EP1_I10_AN00037,EP1_I12_AN00037,Time
2020-11-20 04:00:00,21.926150483333323,21.93305819999999,21.546075916666666,21.51814008333334,21.85016165,21.71845353333333,2020-11-20 04:00:00
2020-11-20 05:00:00,21.324712050000002,21.39243221666666,21.091633133333332,21.03944963333334,21.433742249999987,21.243306449999995,2020-11-20 05:00:00
2020-11-20 06:00:00,22.813344366666673,23.31983741666667,22.380588350000018,24.460226966666664,24.890545700000004,22.61332043333334,2020-11-20 06:00:00
2020-11-20 07:00:00,31.116932666666667,28.70505528333334,25.59063928333334,33.312596150000005,33.95289213333333,25.99987186666667,2020-11-20 07:00:00
2020-11-20 08:00:00,37.723423249999996,30.77376354999999,33.37773693333332,39.15761716666667,38.625291483333314,34.18465931666666,2020-11-20 08:00:00
2020-11-20 09:00:00,44.18171135,32.77103678333334,41.47498123333334,45.21328125000001,46.53366745,40.96524051666666,2020-11-20 09:00:00
2020-11-20 10:00:00,45.20319313333333,34.56830951666666,45.90319930000002,47.16048991666667,47.392458649999995,45.87875978333333,2020-11-20 10:00:00
2020-11-20 11:00:00,47.22953795,40.14662269999998,49.396079566666664,49.19296518333335,48.00147451666667,53.178876733333325,2020-11-20 11:00:00
2020-11-20 12:00:00,46.61681823333333,43.821098366666654,48.79512231666669,47.26654609999999,42.14629615,43.40144708333332,2020-11-20 12:00:00
2020-11-20 13:00:00,43.32500915000001,42.19955088333333,41.99610599999998,43.295308399999996,37.32687215,41.79424491666667,2020-11-20 13:00:00
2020-11-20 14:00:00,50.21804399999999,50.012945033333345,44.99659276666666,51.46581271666667,40.11824903333332,44.950508133333344,2020-11-20 14:00:00
2020-11-20 15:00:00,49.77543996666669,50.40862385,41.13720298333333,52.25303953333334,41.313979549999985,42.689277116666666,2020-11-20 15:00:00
2020-11-20 16:00:00,40.108080533333336,39.431343066666656,34.11099756666667,44.70825494999999,39.87810260000002,33.87556305,2020-11-20 16:00:00
2020-11-20 17:00:00,27.874346366666664,27.868015116666665,26.77852885,30.61903331666667,29.454440783333332,26.836380983333342,2020-11-20 17:00:00
2020-11-20 18:00:00,24.488937833333342,24.898254466666668,24.073877066666675,24.04007979999999,24.980717383333335,24.107248416666664,2020-11-20 18:00:00
2020-11-20 19:00:00,23.342127400000013,23.738579200000004,22.95583215,23.04214276666666,24.038891449999994,23.30638481666666,2020-11-20 19:00:00
2020-11-20 20:00:00,23.361639333333326,23.521208183333325,22.975364733333336,23.04687859999999,23.76602170000001,23.270889166666667,2020-11-20 20:00:00
2020-11-20 21:00:00,23.6083119,23.586356599999988,23.367053666666674,23.447477150000008,23.959992883333324,23.69046278333333,2020-11-20 21:00:00
2020-11-20 22:00:00,23.432623749999998,23.68408803333333,23.26647210000001,23.21728061666669,23.863901266666687,23.373838266666663,2020-11-20 22:00:00
2020-11-20 23:00:00,23.13747733333333,23.538978483333334,22.993110733333324,22.880626083333336,23.75892338333332,23.10875830000001,2020-11-20 23:00:00
2020-11-21 00:00:00,23.157583383333325,23.110849583333334,22.97535660000001,22.924400466666672,23.42736313333332,23.24424501666666,2020-11-21 00:00:00
2020-11-21 01:00:00,21.043645716666664,21.09987031666666,20.7732204,20.721634316666666,21.192815166666662,20.97984266666665,2020-11-21 01:00:00
2020-11-21 02:00:00,20.940191916666656,20.889198899999997,20.834595866666664,20.762329083333334,21.14890398333332,20.992773533333327,2020-11-21 02:00:00
2020-11-21 03:00:00,20.630169216666665,20.620806549999994,20.39391386666666,20.42323191666667,20.858177883333326,20.656038933333335,2020-11-21 03:00:00
2020-11-21 04:00:00,20.807910949999993,20.828297550000023,20.578205483333345,20.593358416666664,21.042912650000005,20.84565235,2020-11-21 04:00:00
