DHI_SolarCast,DNI_SolarCast,EBH_SolarCast,GHI_SolarCast
17,34,3,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
81,250,54,135
143,575,241,384
142,767,492,634
223,717,568,791
364,482,428,792
467,108,101,569
158,0,0,158
81,0,0,81
71,0,0,71
61,0,0,61
73,0,0,73
19,14,1,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,26,2,6
65,434,83,149
160,474,210,370
97,877,554,652
157,842,662,819
204,808,720,924
490,250,234,724
417,125,117,534
40,0,0,40
24,0,0,24
18,0,0,18
81,0,0,81
20,6,1,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
101,10,3,104
255,51,19,274
363,29,17,380
201,0,0,201
378,0,0,378
413,47,44,457
382,5,5,387
311,0,0,312
270,0,0,270
234,99,40,274
130,153,52,182
17,15,1,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
95,88,18,113
138,564,242,380
241,539,339,579
178,810,637,816
192,842,750,942
372,316,294,666
404,0,0,404
325,0,0,325
217,0,0,217
253,1,0,253
142,118,32,174
19,20,2,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
100,59,13,114
235,192,81,316
371,87,49,420
444,234,192,636
368,545,485,853
445,128,118,563
222,1,1,223
410,0,0,410
255,0,0,255
213,0,0,213
127,0,0,127
19,22,2,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
97,88,20,117
204,323,136,340
305,307,185,491
473,119,96,569
458,359,318,776
525,262,244,769
456,293,267,723
379,11,9,387
426,41,31,457
278,19,9,287
75,0,0,75
18,26,2,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
86,0,0,86
192,0,0,192
372,29,18,389
328,0,0,328
308,0,0,308
459,21,20,479
436,42,38,475
166,0,0,166
110,0,0,110
110,0,0,110
129,0,0,129
19,0,0,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
65,350,71,136
177,372,166,343
283,411,249,532
245,656,511,756
379,45,38,417
420,16,15,434
450,163,146,596
403,361,300,702
383,64,45,428
159,0,0,159
89,0,0,89
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,5,0,4
59,412,86,144
129,580,248,377
312,299,177,489
389,216,160,549
504,36,31,535
559,21,19,579
455,0,0,455
389,27,23,412
286,365,239,525
233,280,129,362
130,208,45,175
17,55,7,24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,0,4
94,123,25,118
155,474,206,360
107,844,524,631
219,715,544,763
454,302,264,718
412,50,46,458
392,0,0,392
452,110,87,539
278,472,320,598
215,285,145,360
130,0,0,130
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,3
83,0,0,83
225,140,69,294
254,474,279,532
444,53,40,484
389,0,0,389
276,0,0,276
361,0,0,361
187,0,0,187
182,0,0,182
289,0,0,289
132,20,6,138
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,22,2,5
64,415,76,141
111,645,277,388
81,928,569,650
96,964,743,839
301,640,560,861
365,417,383,747
560,109,98,658
343,428,339,682
358,276,192,549
101,8,5,106
61,155,31,92
18,64,6,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,17,1,4
47,501,100,147
77,788,325,402
93,894,546,639
129,897,688,817
211,800,698,908
325,574,526,851
415,1,1,416
197,0,0,197
101,0,0,101
217,21,9,225
148,108,23,172
15,91,10,26
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
88,41,12,99
227,131,50,277
281,389,242,523
318,499,384,702
302,623,539,841
483,303,277,760
309,7,6,315
384,60,47,431
389,4,2,392
257,12,6,263
128,11,4,132
14,0,0,14
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
80,176,40,119
139,549,221,360
202,614,370,572
407,288,217,625
444,4,3,448
290,0,0,290
527,0,0,527
446,108,88,534
361,117,82,443
246,282,135,381
140,87,28,168
17,38,3,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
75,168,42,117
211,245,90,301
344,177,112,456
379,332,253,632
461,5,4,465
437,9,8,445
422,0,0,422
464,149,118,583
324,366,239,563
282,29,17,299
141,105,28,169
20,20,2,22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
80,0,0,80
240,10,5,245
342,35,19,360
478,14,11,489
358,0,0,359
491,87,79,570
351,0,0,351
351,0,0,351
356,0,0,356
239,4,1,240
138,28,9,147
21,7,1,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
72,137,36,108
77,780,314,391
196,629,372,568
319,495,376,695
354,512,446,800
506,208,189,695
504,176,158,662
392,106,81,473
301,380,252,553
196,480,228,424
116,200,66,181
19,30,3,22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
85,113,24,109
162,440,177,340
254,465,280,534
357,411,307,664
517,132,115,633
502,265,240,742
524,19,17,540
460,81,67,527
306,0,0,306
236,0,0,236
125,27,5,130
20,41,4,24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
80,102,25,105
160,451,178,338
117,809,490,607
103,934,706,809
295,627,535,830
492,235,211,703
280,0,0,280
73,0,0,73
189,0,0,189
284,88,36,320
119,295,80,199
17,82,9,27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,6,1,2
88,76,14,102
160,404,173,334
194,638,380,573
173,812,612,785
423,389,328,751
341,566,511,852
339,144,128,466
367,423,345,712
351,175,118,469
243,293,129,372
123,216,66,189
17,3,0,17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
54,336,68,122
109,643,255,364
142,765,455,597
231,700,521,752
553,143,120,673
525,250,226,751
386,108,98,483
44,0,0,44
63,0,0,63
62,0,0,62
84,0,0,84
18,0,0,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
60,304,60,119
98,670,269,366
92,876,519,611
143,855,637,780
364,500,431,795
330,606,545,876
327,567,501,828
445,71,57,502
379,0,0,379
231,0,0,231
149,19,6,155
21,1,0,21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
75,157,32,106
103,642,260,363
97,868,512,610
131,881,659,789
120,945,806,926
249,745,669,919
471,285,254,725
465,43,36,501
216,0,0,216
174,0,0,174
141,44,10,152
22,12,2,24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
83,0,0,83
217,0,0,217
382,34,20,402
441,150,112,552
437,1,0,438
493,0,0,493
402,0,0,402
180,0,0,180
236,0,0,236
183,0,0,183
135,0,0,135
21,12,1,22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
78,46,9,87
189,4,2,191
346,61,34,379
441,44,34,475
444,117,99,543
424,190,171,594
259,704,618,878
272,50,42,314
290,78,47,336
250,177,94,344
144,126,27,171
19,60,8,27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
53,319,63,116
141,496,195,336
85,891,522,607
107,922,683,790
116,943,800,916
107,973,870,977
234,734,647,880
278,7,6,284
294,392,254,547
145,608,304,449
141,79,28,169
21,15,1,22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
76,103,18,94
174,267,115,289
296,276,150,446
287,297,227,513
399,389,326,725
487,158,142,629
241,6,6,247
220,0,0,220
76,0,0,76
160,8,3,163
152,42,13,165
25,5,0,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
63,246,45,108
194,259,99,293
334,198,112,445
372,26,17,389
398,374,322,720
363,400,357,720
464,291,255,718
372,135,113,485
397,6,4,401
138,0,0,138
93,5,1,94
16,40,3,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
45,364,70,116
130,568,211,341
112,840,488,599
105,943,695,800
112,972,819,931
143,937,833,976
133,945,826,959
184,757,612,796
265,145,88,353
222,401,189,411
70,584,166,236
18,59,6,23
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,7,1,2
51,366,64,116
130,550,211,340
84,911,525,609
94,966,709,803
221,769,646,867
211,823,731,941
318,414,367,685
443,112,91,534
191,0,0,191
209,307,137,345
121,295,87,209
24,33,3,27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
45,355,68,113
80,754,284,364
88,900,517,605
112,929,679,790
170,861,725,895
383,511,452,835
288,647,564,852
376,428,342,718
270,524,350,620
259,205,104,363
129,244,73,202
20,60,5,25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,2,0,1
45,415,71,116
195,253,81,276
176,648,382,558
325,435,302,627
501,0,0,501
580,29,26,605
473,97,84,557
468,71,58,526
255,550,362,617
156,540,253,409
99,432,124,222
22,69,9,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,5,0,1
73,104,19,92
191,41,11,202
271,0,0,271
314,0,0,314
320,0,0,320
463,9,8,471
419,410,359,778
298,40,33,331
314,0,0,314
194,0,0,194
130,53,10,139
25,46,6,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
67,0,0,67
175,9,4,179
209,535,318,527
133,890,645,778
109,976,816,925
179,877,774,954
176,876,762,938
300,417,338,639
287,58,35,322
202,64,36,239
140,101,23,162
25,62,6,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
64,1,0,64
178,0,0,178
327,18,10,337
392,221,164,556
247,709,593,840
209,815,719,928
396,427,372,768
282,430,337,619
294,281,198,493
200,1,1,201
136,239,60,195
25,48,7,32
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,3,0,1
41,371,66,107
76,752,276,352
93,877,495,588
106,933,675,781
357,446,364,721
564,37,33,596
440,219,192,631
401,32,27,428
288,39,25,314
183,0,0,183
126,0,0,126
26,53,5,31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
47,293,53,100
90,692,255,345
184,634,342,525
243,631,452,695
280,664,550,830
427,421,371,798
401,374,326,726
417,206,165,582
339,242,165,503
219,438,206,425
111,226,59,170
21,143,17,38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
69,17,3,71
171,0,0,171
247,22,14,261
397,26,19,416
432,0,0,432
414,0,0,414
358,50,43,400
467,123,101,568
401,109,67,468
167,584,286,453
113,208,72,185
26,23,2,28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
68,4,1,69
205,22,8,213
281,65,33,313
326,0,0,326
284,0,0,284
193,8,7,200
303,24,22,324
266,0,0,266
307,0,0,307
203,26,10,213
147,106,35,182
25,117,12,37
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,1
49,0,0,49
118,0,0,118
293,14,9,303
387,265,185,572
488,27,22,510
535,128,113,648
475,240,209,685
448,232,179,627
231,617,410,641
162,593,297,459
101,464,135,236
27,98,10,37
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
62,78,11,73
119,506,193,312
197,556,314,512
311,373,253,564
435,260,219,654
345,517,455,801
371,485,422,794
362,434,349,710
376,91,67,442
164,505,236,400
130,284,88,218
29,63,7,36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
47,233,43,90
171,280,92,263
225,452,263,488
185,759,544,729
211,782,642,854
203,824,723,925
220,790,685,904
256,651,527,783
313,419,268,581
92,830,412,504
60,701,205,266
25,144,18,43
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44,228,41,85
80,724,260,340
81,916,506,587
90,973,693,784
90,1011,833,923
166,900,788,954
167,894,775,942
161,872,693,854
86,961,644,730
123,538,288,411
135,53,11,146
29,124,13,41
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
34,373,64,98
60,815,286,347
74,930,512,586
95,960,682,777
246,722,593,838
365,525,460,825
166,888,770,936
304,404,330,635
134,0,0,134
199,163,70,269
91,556,163,254
28,118,14,42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
36,329,57,93
67,777,272,339
80,909,499,579
87,969,688,775
92,997,819,912
150,917,802,952
141,929,805,946
318,206,172,490
164,0,0,164
235,33,16,251
93,510,137,230
22,197,25,47
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
59,0,0,59
168,76,32,200
290,69,33,322
270,0,0,270
351,0,0,351
502,0,0,502
337,128,108,445
402,230,191,593
304,0,0,304
232,0,0,232
143,0,0,143
28,82,8,36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33,333,57,91
62,795,275,337
76,917,500,576
88,966,684,772
257,685,555,813
419,427,372,791
421,175,152,573
329,413,338,667
242,0,0,242
161,0,0,161
129,119,27,156
26,154,20,47
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
58,75,11,69
198,34,14,212
200,523,299,498
148,839,590,738
134,918,752,886
322,608,531,852
325,599,520,845
449,164,135,584
303,446,294,597
244,228,125,369
159,201,46,205
31,108,15,46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32,350,58,90
67,776,269,336
70,947,514,584
154,851,595,749
186,844,693,879
197,857,749,946
217,818,710,927
238,739,591,829
315,442,303,618
286,230,119,405
171,111,38,208
38,38,5,43
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
53,141,21,74
195,3,1,195
236,418,241,478
81,987,696,777
85,1018,832,918
190,856,748,937
237,769,667,904
339,515,415,754
152,822,552,703
110,774,400,510
96,264,84,179
22,246,32,55
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44,200,34,78
170,275,79,249
276,201,117,393
276,528,382,658
161,875,713,874
206,823,718,924
220,794,689,909
152,882,706,858
145,776,536,681
251,15,8,259
153,174,46,199
30,140,20,50
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28,362,58,86
55,823,278,332
69,938,505,573
78,992,696,774
83,1019,832,916
181,871,760,941
213,814,707,919
87,1008,809,896
81,974,663,744
102,805,418,521
100,581,167,267
21,162,24,46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28,345,56,84
55,818,275,330
70,935,502,571
152,841,583,735
430,342,275,706
579,24,20,599
507,0,0,507
389,0,0,389
258,0,0,258
223,0,0,223
165,35,6,171
30,159,23,53
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
50,23,4,54
185,157,48,233
156,1,0,156
355,0,0,355
447,6,6,453
547,32,28,574
401,0,0,401
383,106,85,468
348,1,1,348
270,290,141,411
137,310,89,226
26,228,32,58
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,235,39,76
81,701,236,317
276,321,160,436
330,365,259,589
425,172,135,561
543,30,26,569
511,163,141,652
463,65,54,517
352,133,87,439
235,212,103,338
133,426,118,251
25,204,30,55
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
52,30,4,56
195,48,17,212
168,651,351,519
265,579,406,670
382,359,290,672
386,472,413,799
469,97,86,555
383,34,27,411
331,11,7,339
271,3,1,272
183,9,4,186
40,54,6,46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33,247,42,75
68,758,251,319
70,939,500,570
78,998,697,774
86,1021,831,917
179,881,769,948
184,869,757,942
114,967,780,894
106,924,638,744
125,777,395,520
85,646,202,287
26,256,36,62
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,224,33,71
100,580,199,299
77,917,487,564
102,944,659,761
89,1014,826,915
175,886,773,948
339,589,513,853
397,358,294,691
349,340,231,579
173,599,321,494
120,461,148,268
28,257,35,63
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28,308,48,75
59,797,261,320
72,930,493,565
80,991,690,770
84,1022,833,917
168,899,786,953
199,844,737,936
120,956,773,893
77,993,685,762
67,938,489,556
52,816,259,311
21,352,49,70
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24,352,53,77
49,855,278,327
62,968,512,574
71,1018,708,779
82,1034,842,923
191,866,757,948
165,908,793,958
148,902,736,884
174,793,543,717
125,764,406,532
95,629,197,292
29,278,39,68
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
48,0,0,48
138,0,0,138
207,0,0,207
313,0,0,313
358,0,0,358
293,0,0,293
379,0,0,379
205,0,0,205
254,86,59,313
287,95,48,335
177,128,36,214
28,277,40,68
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
45,30,5,50
165,229,70,236
225,3,1,226
311,105,78,389
431,213,180,611
199,841,735,934
323,607,531,854
408,131,112,520
351,229,152,503
208,419,231,439
147,368,106,253
35,203,30,65
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
28,264,39,68
67,740,240,307
83,895,471,554
93,962,668,761
98,996,811,909
162,907,795,957
210,826,724,934
187,834,680,867
112,916,640,751
130,126,77,207
100,14,3,103
47,54,10,57
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
34,180,29,63
71,723,233,304
214,523,268,482
341,412,279,620
462,284,234,695
582,98,86,668
512,1,1,513
346,0,0,346
155,0,0,155
263,0,0,263
195,4,1,195
48,29,4,51
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
40,0,0,40
131,0,0,131
243,0,0,243
367,6,5,371
500,192,155,655
577,104,92,669
513,256,223,737
451,330,272,723
402,8,6,408
318,37,21,339
195,15,4,199
48,46,7,55
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
44,4,1,45
133,360,129,262
136,750,394,530
171,808,562,733
214,808,657,871
287,719,631,918
470,376,331,802
498,206,168,666
413,78,60,473
301,0,0,301
107,0,0,107
44,16,1,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
43,0,0,43
143,176,70,213
240,446,223,463
381,303,207,589
507,163,137,643
434,431,378,812
413,56,50,462
317,0,0,318
404,43,29,433
343,109,61,404
167,15,6,173
46,7,1,48
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
41,8,1,42
151,0,0,151
175,0,0,175
275,0,0,275
330,0,0,330
412,0,0,412
517,158,140,657
426,9,7,433
425,167,118,543
320,176,92,412
155,300,109,264
49,0,0,49
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
42,0,0,42
185,91,30,215
280,2,1,281
237,0,0,237
215,0,0,215
460,28,25,484
571,134,119,690
530,153,130,659
398,263,186,584
304,129,61,365
153,315,108,261
48,66,10,59
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
36,5,0,36
146,3,1,148
318,69,34,352
420,23,16,436
511,61,49,560
459,58,50,509
163,0,0,163
141,0,0,141
61,0,0,61
181,0,0,181
151,0,0,151
38,0,0,38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
33,12,1,34
162,109,43,205
138,719,384,522
140,873,602,742
462,132,105,567
394,519,458,851
460,240,215,675
113,0,0,113
136,0,0,136
53,0,0,53
125,0,0,125
44,4,0,44
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,0,0,38
174,111,35,209
